,Year,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Playoffs,Championship
23,2000,New Orleans Pelicans,82,19880,37.8,87.8,0.431,4.6,13.3,0.346,33.2,74.5,0.446,21.6,29,0.745,13.9,35.2,49.2,25.7,9,6.1,16,23.7,101.8,TRUE,FALSE
24,2000,Memphis Grizzlies,82,19780,38,86.5,0.439,4.3,12.5,0.343,33.7,74,0.455,19.3,25,0.77,11.8,32.2,44,25.1,7.8,4.8,17.1,22.9,99.6,FALSE,FALSE
25,2000,Atlanta Hawks,82,19730,38,88.2,0.431,4.4,12.3,0.357,33.6,75.9,0.443,18.2,24,0.759,13.6,32.9,46.5,20.6,8.4,5.1,18.1,24.6,98.7,FALSE,FALSE
26,2000,Miami Heat,82,19880,37.4,86.8,0.43,6.6,19.2,0.345,30.7,67.6,0.455,19.7,26,0.759,11.3,33.8,45,22.6,8.8,4.2,15.6,23.9,101.1,TRUE,FALSE
27,2000,New York Knicks,82,19905,38.3,86.2,0.444,5.4,15.5,0.351,32.9,70.7,0.465,19.1,24,0.796,10.8,35.1,45.9,21.1,7.6,4.8,16.5,25.9,101.2,TRUE,FALSE
28,2000,Chicago Bulls,82,19855,36.8,86.8,0.424,4.5,12.9,0.346,32.4,73.9,0.438,19.1,25.8,0.739,12.5,30.6,43.1,24.5,9.1,5.1,17.5,25.7,97.2,FALSE,FALSE
29,2001,Dallas Mavericks,82,19880,41.6,90.1,0.462,8.1,21.4,0.378,33.5,68.7,0.488,20.9,25.9,0.806,11.9,33.4,45.3,23.6,7.6,5.1,12.9,24,112.2,TRUE,FALSE
30,2001,Sacramento Kings,82,19755,41.5,89,0.467,5.4,14.7,0.367,36.1,74.3,0.486,20.6,27.4,0.751,12.9,34.3,47.2,24.9,9.4,4.8,14.3,19.8,109,TRUE,FALSE
31,2001,Los Angeles Lakers,82,19780,41.5,90.1,0.461,6.7,19,0.354,34.8,71.2,0.489,19.7,28.2,0.699,13.5,34.3,47.8,24.8,8.2,6.3,13.7,24,109.4,TRUE,TRUE
32,2001,Orlando Magic,82,19830,40.1,89.5,0.448,8.1,21.6,0.373,32,68,0.471,18.8,24.9,0.754,12.2,31.7,43.9,23.4,8.6,5,14.5,22.1,107,TRUE,FALSE
33,2001,Minnesota Timberwolves,82,19805,42.5,92.2,0.461,5.3,14,0.378,37.2,78.2,0.476,18.7,23.5,0.798,14.2,34.3,48.5,26.7,7,5.7,14.7,23.3,109,TRUE,FALSE
34,2001,Oklahoma City Thunder,82,19830,42.6,90.8,0.469,6.6,17.6,0.378,35.9,73.3,0.49,17.2,22.7,0.755,13.2,31.7,44.9,26.2,9.5,4.9,15.3,23.5,108.9,TRUE,FALSE
35,2001,Golden State Warriors,82,19780,38.5,89.7,0.429,4.1,12.8,0.322,34.4,77,0.447,21.7,30.1,0.722,17.1,32,49.1,21.9,8.3,6.7,17.7,24.2,102.8,FALSE,FALSE
36,2001,Milwaukee Bucks,82,19905,40.6,87.9,0.462,7.9,21.2,0.375,32.7,66.7,0.49,17.7,23.6,0.748,11.2,34.2,45.4,24.7,8,5.2,15.5,23.9,106.9,FALSE,FALSE
37,2001,Indiana Pacers,82,19905,38.5,86.3,0.446,5.3,15.7,0.339,33.2,70.6,0.47,21.8,28.3,0.772,12.2,33.7,45.9,24.7,8.6,5.7,16.4,24.6,104.1,TRUE,FALSE
38,2001,San Antonio Spurs,82,19855,39.1,85.4,0.458,5.9,16.3,0.362,33.2,69.2,0.48,22.4,30.2,0.742,12.2,34.5,46.6,22.1,8.4,7.2,15.8,21.1,106.5,TRUE,FALSE
39,2001,Portland Trail Blazers,82,19830,40.7,90.4,0.45,6.3,17.9,0.354,34.4,72.5,0.474,19.7,25.8,0.763,14.7,33.1,47.8,26.1,9.5,5,15.9,21.8,107.4,TRUE,FALSE
40,2001,Boston Celtics,82,19830,37.3,88.1,0.424,9.1,25.5,0.359,28.2,62.6,0.45,19.6,25.6,0.764,11.7,33.6,45.3,22.5,10.4,3.8,14.6,23.2,103.4,TRUE,FALSE
41,2001,Brooklyn Nets,82,19830,40.1,89.9,0.446,5.3,15.7,0.338,34.8,74.1,0.469,18.5,25.1,0.735,13.7,33.2,46.9,26.2,9.4,6.5,15.7,22.9,104,TRUE,FALSE
42,2001,Utah Jazz,82,19830,38.5,85.5,0.45,3.8,11.3,0.333,34.7,74.2,0.468,24.8,32.6,0.763,14.9,31.5,46.4,26.8,10,7,18.1,26.4,105.6,TRUE,FALSE
43,2001,Los Angeles Clippers,82,19805,40,89.7,0.445,5.5,15.4,0.356,34.5,74.3,0.464,20.1,27.3,0.739,14.6,33.3,47.8,23.1,6.9,7.3,16.3,21.8,105.5,FALSE,FALSE
44,2001,Cleveland Cavaliers,82,19855,39.5,88.1,0.448,5.2,13.7,0.377,34.3,74.4,0.461,20.5,26.5,0.772,13,33.2,46.2,25.3,7.7,6.3,16,23.5,104.6,FALSE,FALSE
45,2001,Phoenix Suns,82,19830,41,91.8,0.447,4.7,14.5,0.327,36.3,77.3,0.469,16.5,21.6,0.767,14.2,32.2,46.4,24.3,8.8,5.3,16,23.6,103.3,FALSE,FALSE
46,2001,Detroit Pistons,82,19680,38.5,85.3,0.452,7.7,20.4,0.376,30.9,64.9,0.475,20,26.5,0.756,11,32.1,43,23.9,8.8,7.7,16.2,23,104.8,TRUE,FALSE
47,2001,Atlanta Hawks,82,19780,38.3,87.3,0.439,5.6,15.8,0.354,32.7,71.5,0.458,19.6,25.6,0.765,12.6,32.3,44.9,21.9,8.8,4.6,16.8,22.5,101.8,FALSE,FALSE
48,2001,New Orleans Pelicans,82,19755,39.2,89.2,0.44,4.7,13.5,0.348,34.5,75.7,0.456,21.2,28.5,0.745,14.3,33.9,48.3,23.8,8.8,6.2,15.6,23.7,104.3,TRUE,FALSE
49,2001,Washington Wizards,82,19730,40.5,91.8,0.441,4.2,10.8,0.388,36.3,80.9,0.448,19.7,25.7,0.765,14.5,33,47.5,23.6,7.8,4.9,14.7,24.3,104.8,FALSE,FALSE
50,2001,Houston Rockets,82,19980,38.6,90.3,0.428,6.8,20.2,0.335,31.9,70.1,0.455,19.1,25.8,0.741,14,32.8,46.8,20.2,7.3,6.1,15.7,20.1,103.1,FALSE,FALSE
51,2001,Denver Nuggets,82,19805,39.1,92.1,0.424,5.7,17.2,0.329,33.4,74.9,0.446,17.5,23.6,0.744,15,31,46,24.4,8.2,6.2,16.2,25.1,101.4,FALSE,FALSE
52,2001,New York Knicks,82,19805,38,88.1,0.432,6.4,18.2,0.353,31.6,69.9,0.453,19,24.1,0.787,11.8,33.2,45,23.2,7.5,3.9,16.1,24.3,101.5,FALSE,FALSE
53,2001,Toronto Raptors,82,19755,40,92.1,0.434,5.3,15.2,0.349,34.7,76.9,0.451,17.4,23.5,0.739,15.2,32,47.2,24.3,9.4,6.2,16.1,24.2,102.6,TRUE,FALSE
54,2001,Philadelphia 76ers,82,19730,38.4,88.1,0.436,2.9,9.8,0.299,35.4,78.3,0.453,22.4,28.8,0.779,14.9,34.7,49.6,22.4,9.6,5,17.2,22.5,102.1,TRUE,FALSE
55,2001,Memphis Grizzlies,82,19780,38,87,0.436,4.5,14.6,0.307,33.5,72.4,0.462,17.8,25.1,0.708,13.1,32.1,45.2,23.8,8.6,6.5,17.9,20.9,98.2,FALSE,FALSE
56,2001,Chicago Bulls,82,19805,37.6,86.9,0.433,4,11.6,0.346,33.6,75.3,0.447,18.9,26.2,0.722,12.4,31.6,43.9,24.3,8.5,4.8,16.8,24.5,98.2,FALSE,FALSE
57,2001,Miami Heat,82,19930,38.6,87.9,0.439,4.3,12.4,0.347,34.3,75.5,0.454,17,23.5,0.724,12.4,35,47.5,22.9,7.5,6.2,16.8,25.4,98.5,FALSE,FALSE
58,2002,Dallas Mavericks,82,19780,41.4,91.5,0.453,8.3,21.9,0.381,33.1,69.7,0.475,19.5,23.5,0.829,12,33.4,45.3,24.1,8.7,5.9,12.4,22.7,110.7,TRUE,FALSE
59,2002,Golden State Warriors,82,19755,39.5,89.5,0.441,5.5,15.9,0.344,34,73.6,0.462,23.9,30.7,0.778,16.6,32.8,49.4,22.1,7.7,6.5,16.7,23,108.3,FALSE,FALSE
60,2002,Sacramento Kings,82,19830,41.1,88.7,0.464,6.2,16.3,0.381,34.9,72.4,0.482,17.3,23.2,0.746,11.4,34.9,46.3,25.8,9.3,5.8,15.1,21.1,105.9,TRUE,FALSE
61,2002,Los Angeles Lakers,82,19930,40.3,89.3,0.451,6.3,17.8,0.356,33.9,71.5,0.475,20.3,27.7,0.734,14,33.3,47.3,24.9,8.3,6.1,15.5,24.4,107.2,TRUE,FALSE
62,2002,Milwaukee Bucks,82,19905,40.6,89,0.457,7.8,20.4,0.383,32.8,68.6,0.478,19.8,25.5,0.776,11.7,31.6,43.3,24.3,8.3,4.6,13.9,24.3,108.8,TRUE,FALSE
63,2002,Orlando Magic,82,19805,38.4,88,0.436,7.4,20.7,0.357,31,67.3,0.46,21,27.1,0.777,12.5,31.1,43.6,21.8,9.1,3.9,15.3,24.6,105.2,TRUE,FALSE
64,2002,Minnesota Timberwolves,82,19805,41.8,89.7,0.466,3.9,10.6,0.368,37.9,79.2,0.479,18.5,24.1,0.77,12.6,34.5,47.1,27.3,7.3,5.7,14.8,22.5,106.1,TRUE,FALSE
65,2002,Memphis Grizzlies,82,19930,39.6,87.6,0.452,6.1,16.6,0.365,33.5,71,0.473,18.6,25.2,0.739,12.3,32,44.3,24.6,8.5,6.5,16.4,21.8,103.9,FALSE,FALSE
66,2002,Philadelphia 76ers,82,19855,39.3,87.8,0.448,3.2,10.4,0.311,36.1,77.4,0.466,23.1,29.8,0.775,13.8,31.9,45.7,23.4,11.2,3.8,16,23.8,105,TRUE,FALSE
67,2002,Indiana Pacers,82,19905,38.3,87,0.441,5,14.7,0.339,33.3,72.3,0.461,22.9,29.9,0.766,13.2,34.5,47.7,25.2,9.2,5.8,15.9,23.8,104.6,TRUE,FALSE
68,2002,New York Knicks,82,19855,39.5,89.6,0.441,8.1,21.1,0.383,31.5,68.5,0.459,17.6,21.6,0.815,11.2,31.7,42.9,24,7.7,3.4,15.3,25.2,104.7,FALSE,FALSE
69,2002,San Antonio Spurs,82,19830,39.1,84.7,0.462,6,17.1,0.354,33.1,67.6,0.489,21.4,29.5,0.725,12.6,34.4,47,22,8.5,7.1,17.4,22.5,105.6,TRUE,TRUE
70,2002,Phoenix Suns,82,19805,39.8,89.7,0.443,5.2,15.2,0.343,34.6,74.5,0.464,18.9,25.5,0.742,13.9,32.3,46.2,22.8,8.8,5.3,16,23.8,103.7,TRUE,FALSE
71,2002,Brooklyn Nets,82,19755,38.6,87.4,0.441,4.6,13.8,0.332,34,73.6,0.462,22.1,29.1,0.757,13.1,33.5,46.7,25,9.5,5,16.1,23.5,103.8,TRUE,FALSE
72,2002,Portland Trail Blazers,82,19855,40.4,87.8,0.46,5.1,15.5,0.33,35.3,72.2,0.488,19.6,26.3,0.745,13.4,32.2,45.6,25.1,9.8,4.3,16.9,22.1,105.5,TRUE,FALSE
73,2002,Chicago Bulls,82,19930,38.5,86.4,0.445,4.5,12.8,0.35,34,73.6,0.462,18.7,25.9,0.722,12.7,32.7,45.4,22.9,7.8,5.9,17.9,26.1,100.2,FALSE,FALSE
74,2002,Utah Jazz,82,19780,39.3,84.1,0.468,3,8.7,0.349,36.3,75.4,0.481,23.8,31.9,0.745,13.9,32.4,46.2,28.6,9.6,6.3,18.7,25,105.5,TRUE,FALSE
75,2002,Atlanta Hawks,82,19905,37.9,85.3,0.444,5.3,15.1,0.352,32.6,70.2,0.464,21.1,26.7,0.793,12.4,33.9,46.3,22.3,8.1,6.3,18.1,23.6,102.3,FALSE,FALSE
76,2002,New Orleans Pelicans,82,19905,39.3,90.3,0.435,5.5,14.5,0.376,33.9,75.8,0.447,19.8,25.8,0.768,14.8,33.4,48.2,24.4,8.9,5.3,16.4,23.9,103.9,TRUE,FALSE
77,2002,Los Angeles Clippers,82,19755,37.7,86.3,0.437,5.2,15.7,0.331,32.5,70.7,0.46,21.7,29,0.75,13.4,32.7,46.2,21.3,7.6,6.1,17.2,23.7,102.3,FALSE,FALSE
78,2002,Houston Rockets,82,19930,38.5,87.6,0.44,6,17.2,0.346,32.6,70.5,0.462,21.3,27.7,0.768,13.9,34.8,48.7,20.4,8.1,6.7,17.3,21.7,104.3,FALSE,FALSE
79,2002,Boston Celtics,82,19830,36,86.7,0.415,9.6,28.7,0.334,26.4,58,0.455,19.7,26.6,0.742,11.3,32.9,44.2,21,9.6,4,15.3,23.4,101.2,TRUE,FALSE
80,2002,Oklahoma City Thunder,82,19855,39.6,90.6,0.437,6.3,17.7,0.353,33.4,72.9,0.458,18.2,24.4,0.744,13.2,32.7,46,24.4,9.3,4.1,14.9,23.5,103.7,FALSE,FALSE
81,2002,Washington Wizards,82,19830,38.7,87.8,0.44,3.5,11.1,0.312,35.2,76.6,0.459,22.2,28.5,0.779,12.6,32.9,45.5,22.1,8.5,5.4,15,22.6,103,FALSE,FALSE
82,2002,Cleveland Cavaliers,82,19830,36.7,86.9,0.422,3.8,11.5,0.327,32.9,75.3,0.437,19.3,25.9,0.747,14.4,32.7,47.1,22,8.2,6.7,19.3,24,96.5,FALSE,FALSE
83,2002,Detroit Pistons,82,19905,37.5,87.2,0.43,7.4,20.7,0.358,30.1,66.5,0.452,21.7,28.1,0.771,12.3,34,46.2,22.5,7.7,6.5,15.3,24.3,104.1,TRUE,FALSE
84,2002,Toronto Raptors,82,19805,38.4,89.9,0.427,5.5,16.1,0.343,32.9,73.8,0.446,18.2,25.3,0.718,13.8,31.8,45.6,21.3,8.2,5.3,15.9,23.7,100.5,FALSE,FALSE
85,2002,Miami Heat,82,19830,37,89.8,0.412,4.8,15.2,0.316,32.2,74.6,0.432,17.8,23.3,0.765,13.1,33.9,47,20.7,8.2,4.5,16.1,25.6,96.7,FALSE,FALSE
86,2002,Denver Nuggets,82,19730,35.9,87.5,0.411,3.1,11,0.278,32.9,76.4,0.43,17.3,24.7,0.699,14.9,31.6,46.4,23.2,9.5,5.6,20.2,27.5,92.2,FALSE,FALSE
87,2003,Dallas Mavericks,82,19805,43.2,94,0.459,6.6,18.9,0.348,36.6,75.1,0.488,19.2,24.1,0.796,15.3,33,48.3,25.5,8.5,5.7,13,20.9,112.1,TRUE,FALSE
88,2003,Sacramento Kings,82,19780,40.6,87.8,0.462,7.9,19.6,0.401,32.7,68.2,0.48,21.3,26.7,0.795,11.6,32.6,44.2,28.1,9.3,4.3,14.9,20.7,110.3,TRUE,FALSE
89,2003,Los Angeles Lakers,82,19855,39.7,87.4,0.454,4.8,14.6,0.327,34.9,72.8,0.479,21.4,30.8,0.693,13.1,33.2,46.3,25.5,8.9,5,14.8,22.7,105.5,TRUE,FALSE
90,2003,Milwaukee Bucks,82,19780,39.4,88.1,0.447,5.3,15.2,0.35,34,72.9,0.467,22.5,29,0.775,12.7,33.2,45.9,24.8,7.3,5.1,14.7,22.1,106.5,TRUE,FALSE
91,2003,Denver Nuggets,82,19730,39,88.1,0.443,4.3,12.8,0.336,34.7,75.3,0.461,21.6,28.1,0.767,14.1,31.1,45.2,23.4,9.7,6.8,16.7,23.5,103.9,TRUE,FALSE
92,2003,Oklahoma City Thunder,82,19805,39.6,88.8,0.446,9.7,26.1,0.373,29.9,62.7,0.476,18.4,24,0.765,12.2,31.2,43.5,24,8.9,5.2,16,24,107.3,FALSE,FALSE
93,2003,Memphis Grizzlies,82,19880,39.2,88,0.445,5.9,17.4,0.34,33.2,70.6,0.471,20.6,28.3,0.727,13.8,31.5,45.3,25.3,10.5,7.5,16.2,25.1,104.8,TRUE,FALSE
94,2003,Boston Celtics,82,19705,37.2,83.9,0.443,7.2,20.9,0.346,29.9,63,0.475,20.5,27.4,0.75,11.1,31.9,43,22,10.1,4.3,17.4,24,102.1,TRUE,FALSE
95,2003,Los Angeles Clippers,82,19805,37.5,87.7,0.428,4.4,13.6,0.321,33.1,74,0.448,24.1,30.7,0.785,15.3,32.2,47.5,22,7.9,5,17.9,24.2,103.5,FALSE,FALSE
96,2003,Minnesota Timberwolves,82,19755,41.4,89.7,0.462,4.5,12.2,0.363,37,77.5,0.477,18.6,23.8,0.781,11.9,36.1,48.1,25.8,7.7,6.3,14.2,23.6,105.9,TRUE,FALSE
97,2003,Phoenix Suns,82,19730,38.8,87.6,0.443,5.5,15.8,0.345,33.4,71.8,0.465,18.3,24.5,0.746,12.1,31.6,43.7,20.8,9.6,5,16.4,24.5,101.4,FALSE,FALSE
98,2003,Orlando Magic,82,19830,38.7,90.2,0.429,5.7,16.6,0.344,33,73.5,0.448,19.6,26.6,0.737,13.4,31.3,44.7,21.1,7.3,4.1,15,23.2,102.7,FALSE,FALSE
99,2003,Golden State Warriors,82,19855,38.7,87.7,0.442,5.8,17.3,0.334,32.9,70.4,0.468,19.8,27.3,0.725,13.5,34.1,47.6,22.6,7.8,5.2,16.3,22.8,103,FALSE,FALSE
100,2003,Cleveland Cavaliers,82,19855,38.9,89.9,0.433,3.3,10.5,0.314,35.6,79.4,0.448,20.3,27,0.753,14.9,34.8,49.7,24.1,7.8,7.1,16.2,23.2,101.4,FALSE,FALSE
101,2003,Atlanta Hawks,82,19905,37.6,86.7,0.433,5.6,16.6,0.335,32,70.1,0.456,20.4,26.2,0.776,13.2,33.3,46.5,21.9,8.3,5.4,17.9,24.2,101,FALSE,FALSE
102,2003,New York Knicks,82,19880,38.9,87.8,0.442,5.5,15,0.364,33.4,72.8,0.459,18.5,23.4,0.793,12.8,34.3,47.1,22.9,8.2,5.3,17.4,25.6,101.7,TRUE,FALSE
103,2003,New Orleans Pelicans,82,19830,37.7,89.7,0.42,7.2,22.6,0.319,30.4,67.1,0.454,19.7,26.3,0.751,14.8,32.8,47.7,23.3,9.6,4.7,16.7,23.3,102.3,TRUE,FALSE
104,2003,Washington Wizards,82,19830,36.2,86,0.421,5.7,16.6,0.341,30.5,69.4,0.44,20.7,29,0.714,14.6,31.4,46,20.2,9.6,5.3,18.9,22.5,98.8,FALSE,FALSE
105,2003,San Antonio Spurs,82,19755,38.7,87.6,0.442,5.6,15.5,0.358,33.2,72.1,0.46,19.2,28.2,0.681,14,36.4,50.4,22.8,9,7.3,16.4,22.7,102.2,TRUE,FALSE
106,2003,Indiana Pacers,82,19805,38.1,87.5,0.435,6.2,17.7,0.351,31.9,69.8,0.457,21.3,27.9,0.764,13.4,34,47.3,24.6,10.1,5.7,16.4,23.7,103.8,TRUE,FALSE
107,2003,Portland Trail Blazers,82,19980,40.4,90.1,0.448,5.3,15.4,0.346,35.1,74.7,0.469,17.6,24.1,0.731,14.5,33.1,47.6,24.6,8.5,6.2,16.9,21.7,103.7,FALSE,FALSE
108,2003,Miami Heat,82,19755,37.7,88.6,0.425,6.7,18.7,0.357,31,69.9,0.443,20.2,26.5,0.762,13,34,47,21.6,8.1,4.3,15.7,25,102.2,TRUE,FALSE
109,2003,Brooklyn Nets,82,19705,38.3,86.8,0.441,5.1,15.3,0.336,33.2,71.5,0.464,19,25.3,0.753,11.7,33.7,45.4,27.4,9.7,4.4,16.5,23.5,100.8,TRUE,FALSE
110,2003,Detroit Pistons,82,19780,37.9,87.2,0.435,4.6,13.4,0.344,33.3,73.8,0.452,21.6,28.6,0.753,14,34.4,48.4,23.5,9.1,7.9,17.1,23,102,TRUE,TRUE
111,2003,Houston Rockets,82,19930,37.5,84.9,0.442,7.1,19.3,0.366,30.5,65.7,0.464,18.8,24.3,0.773,11.6,36.3,47.9,21.7,7.7,6.1,18.8,24.2,100.9,TRUE,FALSE
112,2003,Chicago Bulls,82,19830,36.7,88.7,0.414,5.6,16.5,0.342,31.1,72.2,0.431,17.5,24.1,0.725,13.8,33.1,46.8,23.5,8.7,5.2,17.3,25.1,96.6,FALSE,FALSE
113,2003,Utah Jazz,82,19780,37.7,86.5,0.436,3.5,11,0.321,34.2,75.5,0.453,23,30.8,0.746,15.5,31.8,47.3,23.4,8.2,6.9,19.1,29.4,101.9,FALSE,FALSE
114,2003,Philadelphia 76ers,82,19855,36.8,86,0.428,4.7,13.6,0.342,32.2,72.3,0.445,20.8,27.6,0.753,12.9,33.1,46,22.5,9,4.9,17.9,23.4,99.1,FALSE,FALSE
115,2003,Toronto Raptors,82,19980,36.7,87.9,0.418,6.4,17.9,0.356,30.4,70,0.434,17.1,22.8,0.75,11.5,33.5,45,21.8,8.4,5.6,16.1,24.2,97,FALSE,FALSE
116,2004,Phoenix Suns,82,19780,42.4,88.8,0.477,10.1,25.6,0.393,32.3,63.1,0.512,19.7,26.3,0.748,12.2,33.5,45.8,24.4,7.2,5.7,14.2,19.8,114.5,TRUE,FALSE
117,2004,Sacramento Kings,82,19855,41.6,90.7,0.459,6.8,18.1,0.374,34.8,72.5,0.48,20.5,26,0.787,13.3,31.9,45.2,26,8.8,4.1,13.9,21.9,110.5,TRUE,FALSE
118,2004,Dallas Mavericks,82,19730,40.1,87.8,0.457,6.1,16.7,0.364,34,71.1,0.479,24,30.4,0.789,13,33.2,46.2,21.1,9.3,6,14.5,24,110.3,TRUE,FALSE
119,2004,Miami Heat,82,19980,41,84.3,0.486,6.3,16.7,0.377,34.7,67.6,0.513,21.9,32.6,0.672,11.7,34.9,46.7,23.7,7,6.3,14.9,24,110.2,TRUE,FALSE
120,2004,Boston Celtics,82,19880,39.4,84.3,0.468,5.7,16.2,0.349,33.8,68.1,0.496,23,30.1,0.764,11.8,31.6,43.3,23.4,8.6,5.5,16.8,25.9,107.5,TRUE,FALSE
121,2004,Washington Wizards,82,19780,38.6,88.4,0.437,6.7,19.5,0.343,31.9,68.9,0.463,23.3,32.2,0.725,14.7,30.9,45.6,20.3,9.3,4.5,15.2,23.5,107.2,TRUE,FALSE
122,2004,Toronto Raptors,82,19805,38.6,87,0.444,8.5,22,0.385,30.1,65,0.463,21.3,27.5,0.774,11,32,43,21.8,8.1,4.1,14.2,24.5,106.9,FALSE,FALSE
123,2004,Denver Nuggets,82,19755,39.5,85.9,0.459,4.2,12.2,0.34,35.3,73.7,0.479,22.9,30,0.763,12.6,32.1,44.7,25.4,9.7,6.4,15.9,24.4,106,TRUE,FALSE
124,2004,Orlando Magic,82,19705,39,85.9,0.454,4.1,11.8,0.349,34.9,74.1,0.471,22.8,30,0.759,13.3,32.7,46.1,20.4,8.1,5.7,17,24.9,104.9,FALSE,FALSE
125,2004,Philadelphia 76ers,82,19855,37.5,85.8,0.437,6.4,18.5,0.348,31.1,67.3,0.462,22,27.9,0.789,11.6,32.3,43.9,21.8,9.6,4.1,16.2,23.9,103.5,TRUE,FALSE
126,2004,Oklahoma City Thunder,82,19755,39.8,89.8,0.444,9.2,25.2,0.365,30.6,64.6,0.474,23.3,29.5,0.79,14.4,31.9,46.3,20.6,7.6,4.7,15.4,26.9,112.2,TRUE,FALSE
127,2004,Los Angeles Lakers,82,19780,38.7,88.6,0.437,8.6,24.2,0.355,30.1,64.3,0.467,22.2,28.5,0.777,13.7,33.5,47.3,22.3,6.8,4.6,15.7,24,108.1,FALSE,FALSE
128,2004,Golden State Warriors,82,19905,39.2,91,0.43,8.1,22.9,0.352,31.1,68.1,0.457,18.3,25.3,0.722,13.8,31.5,45.3,23.4,8.3,5.4,14.4,23.7,104.7,FALSE,FALSE
129,2004,New York Knicks,82,19880,39.7,87.9,0.451,5.9,16.5,0.356,33.8,71.4,0.473,21,27.4,0.767,12.8,31.9,44.7,22.2,8.4,3.5,16,25.9,106.2,FALSE,FALSE
130,2004,Milwaukee Bucks,82,19780,39.6,87.9,0.45,4.3,12.4,0.351,35.3,75.6,0.467,23,29.8,0.772,13.2,32.1,45.3,23,7.1,3.9,15.1,24,106.6,FALSE,FALSE
131,2004,Minnesota Timberwolves,82,19755,41.5,90.4,0.459,5.4,15.6,0.345,36.1,74.8,0.483,19.8,24.8,0.796,12.9,35.2,48.1,26.2,6.3,6.1,14.7,24.2,108.2,FALSE,FALSE
132,2004,Cleveland Cavaliers,82,19855,40.3,90.1,0.447,4,12.2,0.332,36.2,77.9,0.465,22,29.3,0.752,15,31.7,46.7,24.9,8.8,6.2,15.4,24.9,106.6,FALSE,FALSE
133,2004,San Antonio Spurs,82,19805,39.8,87.9,0.453,6.9,19,0.363,32.9,68.9,0.478,20.9,28.9,0.724,13.5,33.9,47.4,24.1,8.4,7.4,15.3,23.4,107.5,TRUE,TRUE
134,2004,Los Angeles Clippers,82,20030,39.3,85.6,0.459,3.1,9,0.345,36.2,76.6,0.473,23.8,30.6,0.778,13.2,33,46.2,25.6,8.1,5.7,17.3,24.5,105.5,FALSE,FALSE
135,2004,Houston Rockets,82,19855,38.8,87.4,0.443,7.5,20.7,0.364,31.2,66.7,0.468,21.1,27,0.781,11.9,35.4,47.3,23.6,7.7,5.1,15.5,24.6,106.2,TRUE,FALSE
136,2004,Chicago Bulls,82,19830,37.3,86.3,0.432,6.7,18.8,0.357,30.6,67.5,0.453,20.1,26.8,0.75,13.1,33.9,47,22.8,7.5,4.8,17.9,26.6,101.4,TRUE,FALSE
137,2004,Charlotte Hornets,82,19880,38.7,89.7,0.432,4.2,11.5,0.363,34.6,78.2,0.442,19.5,27.4,0.709,14.2,30.6,44.7,23.5,9.1,5.8,15.6,24.8,101.1,FALSE,FALSE
138,2004,Memphis Grizzlies,82,19705,38.6,86.3,0.447,7.3,20.5,0.357,31.3,65.9,0.475,21,27.9,0.754,12.2,31.8,44,23.6,9.6,6.6,16.5,26.3,105.5,TRUE,FALSE
139,2004,Detroit Pistons,82,19955,39.3,88.6,0.444,5,14.5,0.345,34.3,74.1,0.463,21.9,29.7,0.739,14.5,34.6,49.1,24.7,7.9,6.9,15.6,22.6,105.6,TRUE,FALSE
140,2004,Indiana Pacers,82,19905,36.9,85.3,0.432,7.5,21.8,0.344,29.4,63.5,0.463,24.2,30.5,0.792,12,33.4,45.4,20.6,8.5,4.9,16.2,26.1,105.5,TRUE,FALSE
141,2004,Utah Jazz,82,19780,38.8,86.5,0.449,3.4,10.5,0.328,35.4,76.1,0.465,23.6,31.2,0.757,14.4,30.8,45.2,25.1,7.4,5.1,17.7,30.1,104.7,FALSE,FALSE
142,2004,Portland Trail Blazers,82,19730,39.2,87,0.451,5.7,15.7,0.362,33.5,71.3,0.471,19.1,26.3,0.725,13.1,32.6,45.7,23.3,7.9,7.4,17.7,23.1,103.2,FALSE,FALSE
143,2004,Atlanta Hawks,82,19855,38.9,88.2,0.441,4,12.9,0.312,34.9,75.4,0.463,18.7,26.4,0.711,14.5,30.9,45.4,21.3,8.3,4.5,17.4,26.6,100.6,FALSE,FALSE
144,2004,Brooklyn Nets,82,19905,37.3,86.9,0.429,5.9,16.3,0.362,31.4,70.6,0.444,21,27.6,0.763,11.6,32.3,43.9,24,8.8,4.2,15.8,26.9,101.4,TRUE,FALSE
145,2004,New Orleans Pelicans,82,19930,37.4,90.2,0.415,5.7,18.1,0.315,31.7,72.1,0.44,19.3,25.2,0.766,14,31.4,45.4,23.7,7.6,4.3,16.7,25.9,99.7,FALSE,FALSE
146,2005,Phoenix Suns,82,19955,43,90,0.479,10.5,26.3,0.399,32.5,63.6,0.511,14.9,18.5,0.806,9.8,33.3,43,27.3,6.9,5.2,13.7,21.1,111.5,TRUE,FALSE
147,2005,Oklahoma City Thunder,82,19830,40.6,88.6,0.459,8,21.5,0.371,32.6,67.1,0.487,21.8,27.8,0.785,13.4,29.5,42.9,22.4,8.2,4,16,25.5,111.1,FALSE,FALSE
